Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue,Profit_Margin
3/11/2016,11,March,2016,59,Adults (35-64),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",29,13,35,638,377,1015,0.628571429
8/5/2013,5,August,2013,25,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",29,13,35,638,377,1015,0.628571429
8/5/2015,5,August,2015,25,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",31,13,35,682,403,1085,0.628571429
6/2/2014,2,June,2014,25,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,154,91,245,0.628571429
6/2/2016,2,June,2016,25,Young Adults (25-34),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,88,52,140,0.628571429
11/11/2013,11,November,2013,61,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",30,13,35,660,390,1050,0.628571429
11/11/2015,11,November,2015,61,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",31,13,35,682,403,1085,0.628571429
1/1/2014,1,January,2014,61,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",12,13,35,264,156,420,0.628571429
1/1/2016,1,January,2016,61,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",14,13,35,308,182,490,0.628571429
6/7/2014,7,June,2014,61,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,22,13,35,0.628571429
6/7/2016,7,June,2016,61,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,22,13,35,0.628571429
10/8/2013,8,October,2013,43,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",18,13,35,396,234,630,0.628571429
10/8/2015,8,October,2015,43,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,352,208,560,0.628571429
11/4/2013,4,November,2013,43,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",10,13,35,220,130,350,0.628571429
11/4/2015,4,November,2015,43,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,198,117,315,0.628571429
11/9/2013,9,November,2013,43,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",28,13,35,616,364,980,0.628571429
11/9/2015,9,November,2015,43,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",27,13,35,594,351,945,0.628571429
11/22/2013,22,November,2013,43,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",12,13,35,264,156,420,0.628571429
11/22/2015,22,November,2015,43,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",12,13,35,264,156,420,0.628571429
3/17/2014,17,March,2014,43,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",26,13,35,572,338,910,0.628571429
3/17/2016,17,March,2016,43,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",25,13,35,550,325,875,0.628571429
4/2/2014,2,April,2014,43,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",28,13,35,616,364,980,0.628571429
4/2/2016,2,April,2016,43,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",27,13,35,594,351,945,0.628571429
6/22/2014,22,June,2014,43,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",14,13,35,308,182,490,0.628571429
6/22/2016,22,June,2016,43,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,242,143,385,0.628571429
8/21/2013,21,August,2013,43,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,22,13,35,0.628571429
8/21/2015,21,August,2015,43,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,22,13,35,0.628571429
1/10/2014,10,January,2014,43,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",26,13,35,572,338,910,0.628571429
1/10/2016,10,January,2016,43,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",28,13,35,616,364,980,0.628571429
2/25/2014,25,February,2014,43,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",21,13,35,462,273,735,0.628571429
2/25/2016,25,February,2016,43,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,396,234,630,0.628571429
2/26/2014,26,February,2014,43,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",2,13,35,44,26,70,0.628571429
2/26/2016,26,February,2016,43,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",2,13,35,44,26,70,0.628571429
4/26/2014,26,April,2014,43,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",9,13,35,198,117,315,0.628571429
4/26/2016,26,April,2016,43,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,132,78,210,0.628571429
5/21/2014,21,May,2014,43,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,308,182,490,0.628571429
5/21/2016,21,May,2016,43,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",11,13,35,242,143,385,0.628571429
6/1/2014,1,June,2014,43,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,396,234,630,0.628571429
6/1/2016,1,June,2016,43,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",20,13,35,440,260,700,0.628571429
6/8/2014,8,June,2014,43,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",12,13,35,264,156,420,0.628571429
6/8/2016,8,June,2016,43,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",12,13,35,264,156,420,0.628571429
8/8/2013,8,August,2013,60,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,286,169,455,0.628571429
8/8/2015,8,August,2015,60,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,308,182,490,0.628571429
9/22/2013,22,September,2013,60,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",17,13,35,374,221,595,0.628571429
9/22/2015,22,September,2015,60,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,352,208,560,0.628571429
12/8/2013,8,December,2013,60,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,418,247,665,0.628571429
12/8/2015,8,December,2015,60,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,352,208,560,0.628571429
3/5/2014,5,March,2014,60,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",27,13,35,594,351,945,0.628571429
3/5/2016,5,March,2016,60,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",29,13,35,638,377,1015,0.628571429
10/21/2013,21,October,2013,48,Adults (35-64),M,Australia,Tasmania,Accessories,Helmets,"Sport-100 Helmet, Blue",3,13,35,66,39,105,0.628571429
10/21/2015,21,October,2015,48,Adults (35-64),M,Australia,Tasmania,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,22,13,35,0.628571429
8/16/2013,16,August,2013,18,Youth (<25),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,374,221,595,0.628571429
8/16/2015,16,August,2015,18,Youth (<25),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",16,13,35,352,208,560,0.628571429
12/20/2013,20,December,2013,18,Youth (<25),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",3,13,35,66,39,105,0.628571429
12/20/2015,20,December,2015,18,Youth (<25),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,22,13,35,0.628571429
1/26/2014,26,January,2014,18,Youth (<25),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,462,273,735,0.628571429
1/26/2016,26,January,2016,18,Youth (<25),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",23,13,35,506,299,805,0.628571429
6/22/2014,22,June,2014,18,Youth (<25),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",6,13,35,132,78,210,0.628571429
6/22/2016,22,June,2016,18,Youth (<25),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",7,13,35,154,91,245,0.628571429
7/14/2014,14,July,2014,18,Youth (<25),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",10,13,35,220,130,350,0.628571429
7/14/2016,14,July,2016,18,Youth (<25),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",7,13,35,154,91,245,0.628571429
7/2/2013,2,July,2013,45,Adults (35-64),F,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Blue",12,13,35,264,156,420,0.628571429
7/2/2015,2,July,2015,45,Adults (35-64),F,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Blue",12,13,35,264,156,420,0.628571429
10/26/2013,26,October,2013,42,Adults (35-64),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,220,130,350,0.628571429
10/26/2015,26,October,2015,42,Adults (35-64),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",11,13,35,242,143,385,0.628571429
8/2/2013,2,August,2013,54,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,330,195,525,0.628571429
8/2/2015,2,August,2015,54,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,374,221,595,0.628571429
8/4/2013,4,August,2013,54,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",19,13,35,418,247,665,0.628571429
8/4/2015,4,August,2015,54,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,462,273,735,0.628571429
4/9/2014,9,April,2014,54,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,330,195,525,0.628571429
4/9/2016,9,April,2016,54,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,374,221,595,0.628571429
5/5/2014,5,May,2014,54,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,396,234,630,0.628571429
5/5/2016,5,May,2016,54,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",19,13,35,418,247,665,0.628571429
5/20/2014,20,May,2014,54,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",25,13,35,550,325,875,0.628571429
5/20/2016,20,May,2016,54,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,594,351,945,0.628571429
9/19/2013,19,September,2013,46,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",7,13,35,154,91,245,0.628571429
9/19/2015,19,September,2015,46,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",5,13,35,110,65,175,0.628571429
1/5/2014,5,January,2014,46,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",2,13,35,44,26,70,0.628571429
1/5/2016,5,January,2016,46,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,22,13,35,0.628571429
12/15/2013,15,December,2013,41,Adults (35-64),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,462,273,735,0.628571429
12/15/2015,15,December,2015,41,Adults (35-64),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,462,273,735,0.628571429
4/27/2014,27,April,2014,41,Adults (35-64),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,374,221,595,0.628571429
4/27/2016,27,April,2016,41,Adults (35-64),M,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,396,234,630,0.628571429
4/12/2014,12,April,2014,52,Adults (35-64),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35,286,169,455,0.628571429
4/12/2016,12,April,2016,52,Adults (35-64),F,France,Seine (Paris),Accessories,Helmets,"Sport-100 Helmet, Blue",10,13,35,220,130,350,0.628571429
2/23/2014,23,February,2014,52,Adults (35-64),M,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,484,286,770,0.628571429
2/23/2016,23,February,2016,52,Adults (35-64),M,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,506,299,805,0.628571429
11/28/2013,28,November,2013,51,Adults (35-64),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35,638,377,1015,0.628571429
11/28/2015,28,November,2015,51,Adults (35-64),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",30,13,35,660,390,1050,0.628571429
7/9/2014,9,July,2014,51,Adults (35-64),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35,638,377,1015,0.628571429
7/9/2016,9,July,2016,51,Adults (35-64),M,France,Moselle,Accessories,Helmets,"Sport-100 Helmet, Blue",29,13,35,638,377,1015,0.628571429
8/2/2013,2,August,2013,51,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35,176,104,280,0.628571429
8/2/2015,2,August,2015,51,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35,176,104,280,0.628571429
10/7/2013,7,October,2013,51,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35,176,104,280,0.628571429
10/7/2015,7,October,2015,51,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",5,13,35,110,65,175,0.628571429
11/13/2013,13,November,2013,51,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,132,78,210,0.628571429
11/13/2015,13,November,2015,51,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",4,13,35,88,52,140,0.628571429
6/15/2014,15,June,2014,51,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",25,13,35,550,325,875,0.628571429
6/15/2016,15,June,2016,51,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Black",27,13,35,594,351,945,0.628571429
7/21/2014,21,July,2014,45,Adults (35-64),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,528,312,840,0.628571429
7/21/2016,21,July,2016,45,Adults (35-64),F,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Blue",22,13,35,484,286,770,0.628571429
12/22/2013,22,December,2013,47,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,440,260,700,0.628571429
12/22/2015,22,December,2015,47,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,462,273,735,0.628571429
12/23/2013,23,December,2013,47,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",19,13,35,418,247,665,0.628571429
12/23/2015,23,December,2015,47,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,352,208,560,0.628571429
2/4/2014,4,February,2014,47,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,88,52,140,0.628571429
2/4/2016,4,February,2016,47,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",2,13,35,44,26,70,0.628571429
4/16/2014,16,April,2014,47,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,132,78,210,0.628571429
4/16/2016,16,April,2016,47,Adults (35-64),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,88,52,140,0.628571429
10/17/2013,17,October,2013,48,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35,286,169,455,0.628571429
10/17/2015,17,October,2015,48,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",12,13,35,264,156,420,0.628571429
11/14/2013,14,November,2013,48,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",6,13,35,132,78,210,0.628571429
11/14/2015,14,November,2015,48,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,88,52,140,0.628571429
2/8/2014,8,February,2014,48,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",3,13,35,66,39,105,0.628571429
2/8/2016,8,February,2016,48,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,22,13,35,0.628571429
5/28/2014,28,May,2014,48,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,176,104,280,0.628571429
5/28/2016,28,May,2016,48,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",7,13,35,154,91,245,0.628571429
7/31/2014,31,July,2014,48,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,198,117,315,0.628571429
7/31/2016,31,July,2016,48,Adults (35-64),F,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,198,117,315,0.628571429
1/23/2014,23,January,2014,49,Adults (35-64),F,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,396,234,630,0.628571429
1/23/2016,23,January,2016,49,Adults (35-64),F,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,396,234,630,0.628571429
4/15/2014,15,April,2014,49,Adults (35-64),F,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,66,39,105,0.628571429
4/15/2016,15,April,2016,49,Adults (35-64),F,France,Nord,Accessories,Helmets,"Sport-100 Helmet, Black",2,13,35,44,26,70,0.628571429
9/23/2013,23,September,2013,49,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,330,195,525,0.628571429
9/23/2013,23,September,2013,49,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",2,13,35,44,26,70,0.628571429
9/23/2015,23,September,2015,49,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,330,195,525,0.628571429
9/23/2015,23,September,2015,49,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",2,13,35,44,26,70,0.628571429
11/22/2013,22,November,2013,49,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",5,13,35,110,65,175,0.628571429
11/22/2015,22,November,2015,49,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",5,13,35,110,65,175,0.628571429
12/16/2013,16,December,2013,49,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",2,13,35,44,26,70,0.628571429
12/16/2015,16,December,2015,49,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,88,52,140,0.628571429
1/6/2014,6,January,2014,49,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,528,312,840,0.628571429
1/6/2016,6,January,2016,49,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,484,286,770,0.628571429
3/2/2014,2,March,2014,49,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,506,299,805,0.628571429
3/2/2016,2,March,2016,49,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,506,299,805,0.628571429
5/3/2014,3,May,2014,49,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,594,351,945,0.628571429
5/3/2016,3,May,2016,49,Adults (35-64),M,United Kingdom,England,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,616,364,980,0.628571429
10/25/2013,25,October,2013,22,Youth (<25),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,616,364,980,0.628571429
10/25/2015,25,October,2015,22,Youth (<25),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",26,13,35,572,338,910,0.628571429
7/3/2013,3,July,2013,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,154,91,245,0.628571429
7/3/2015,3,July,2015,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,88,52,140,0.628571429
8/19/2013,19,August,2013,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,352,208,560,0.628571429
8/19/2015,19,August,2015,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,396,234,630,0.628571429
10/6/2013,6,October,2013,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,132,78,210,0.628571429
10/6/2015,6,October,2015,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",5,13,35,110,65,175,0.628571429
10/18/2013,18,October,2013,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",29,13,35,638,377,1015,0.628571429
10/18/2015,18,October,2015,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,594,351,945,0.628571429
10/24/2013,24,October,2013,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",19,13,35,418,247,665,0.628571429
10/24/2015,24,October,2015,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,374,221,595,0.628571429
11/4/2013,4,November,2013,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,484,286,770,0.628571429
11/4/2015,4,November,2015,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,462,273,735,0.628571429
11/16/2013,16,November,2013,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,242,143,385,0.628571429
11/16/2015,16,November,2015,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",13,13,35,286,169,455,0.628571429
1/12/2014,12,January,2014,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,330,195,525,0.628571429
1/12/2016,12,January,2016,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,330,195,525,0.628571429
1/22/2014,22,January,2014,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",25,13,35,550,325,875,0.628571429
1/22/2016,22,January,2016,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,528,312,840,0.628571429
1/23/2014,23,January,2014,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,198,117,315,0.628571429
1/23/2016,23,January,2016,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,132,78,210,0.628571429
1/24/2014,24,January,2014,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",4,13,35,88,52,140,0.628571429
1/24/2016,24,January,2016,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,132,78,210,0.628571429
3/13/2014,13,March,2014,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,528,312,840,0.628571429
3/13/2016,13,March,2016,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,506,299,805,0.628571429
4/4/2014,4,April,2014,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",8,13,35,176,104,280,0.628571429
4/4/2016,4,April,2016,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,154,91,245,0.628571429
4/30/2014,30,April,2014,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",25,13,35,550,325,875,0.628571429
4/30/2016,30,April,2016,25,Young Adults (25-34),M,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,506,299,805,0.628571429
8/4/2013,4,August,2013,26,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",7,13,35,154,91,245,0.628571429
8/4/2015,4,August,2015,26,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,132,78,210,0.628571429
7/23/2014,23,July,2014,26,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",7,13,35,154,91,245,0.628571429
7/23/2016,23,July,2016,26,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,132,78,210,0.628571429
5/30/2014,30,May,2014,25,Young Adults (25-34),F,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,418,247,665,0.628571429
5/30/2016,30,May,2016,25,Young Adults (25-34),F,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Black",16,13,35,352,208,560,0.628571429
4/7/2014,7,April,2014,25,Young Adults (25-34),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,484,286,770,0.628571429
4/7/2016,7,April,2016,25,Young Adults (25-34),F,France,Seine et Marne,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,484,286,770,0.628571429
5/20/2014,20,May,2014,25,Young Adults (25-34),M,France,Seine Saint Denis,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,308,182,490,0.628571429
