Date,Day,Month,Year,Customer_Age,Age_Group,Customer_Gender,Country,State,Product_Category,Sub_Category,Product,Order_Quantity,Unit_Cost,Unit_Price,Profit,Cost,Revenue
4/28/2014,28,April,2014,36,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,220,130,350
4/28/2016,28,April,2016,36,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",11,13,35,242,143,385
5/20/2014,20,May,2014,36,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,66,39,105
5/20/2016,20,May,2016,36,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,66,39,105
5/31/2014,31,May,2014,36,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",23,13,35,506,299,805
5/31/2016,31,May,2016,36,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",21,13,35,462,273,735
6/4/2014,4,June,2014,36,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,308,182,490
6/4/2016,4,June,2016,36,Adults (35-64),F,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Black",14,13,35,308,182,490
8/21/2013,21,August,2013,39,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,242,143,385
8/21/2015,21,August,2015,39,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",13,13,35,286,169,455
3/1/2014,1,March,2014,39,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,484,286,770
3/1/2016,1,March,2016,39,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,440,260,700
5/6/2014,6,May,2014,39,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",25,13,35,550,325,875
5/6/2016,6,May,2016,39,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,594,351,945
5/21/2014,21,May,2014,39,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,440,260,700
5/21/2016,21,May,2016,39,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Red",21,13,35,462,273,735
9/18/2013,18,September,2013,29,Young Adults (25-34),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,396,234,630
9/18/2015,18,September,2015,29,Young Adults (25-34),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Red",19,13,35,418,247,665
12/6/2013,6,December,2013,29,Young Adults (25-34),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,528,312,840
12/6/2015,6,December,2015,29,Young Adults (25-34),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,484,286,770
2/9/2014,9,February,2014,29,Young Adults (25-34),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,396,234,630
2/9/2016,9,February,2016,29,Young Adults (25-34),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,440,260,700
2/28/2014,28,February,2014,29,Young Adults (25-34),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,396,234,630
2/28/2016,28,February,2016,29,Young Adults (25-34),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,396,234,630
5/25/2014,25,May,2014,29,Young Adults (25-34),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Red",25,13,35,550,325,875
5/25/2016,25,May,2016,29,Young Adults (25-34),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Red",25,13,35,550,325,875
10/8/2013,8,October,2013,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",23,13,35,506,299,805
10/8/2015,8,October,2015,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,528,312,840
10/17/2013,17,October,2013,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,66,39,105
10/17/2015,17,October,2015,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,66,39,105
12/18/2013,18,December,2013,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",9,13,35,198,117,315
12/18/2015,18,December,2015,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35,176,104,280
1/24/2014,24,January,2014,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",6,13,35,132,78,210
1/24/2016,24,January,2016,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",8,13,35,176,104,280
2/3/2014,3,February,2014,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",29,13,35,638,377,1015
2/3/2016,3,February,2016,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",31,13,35,682,403,1085
3/15/2014,15,March,2014,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",4,13,35,88,52,140
3/15/2016,15,March,2016,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,66,39,105
5/8/2014,8,May,2014,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,528,312,840
5/8/2016,8,May,2016,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,528,312,840
5/16/2014,16,May,2014,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",21,13,35,462,273,735
5/16/2016,16,May,2016,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",20,13,35,440,260,700
6/20/2014,20,June,2014,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",18,13,35,396,234,630
6/20/2016,20,June,2016,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",15,13,35,330,195,525
7/14/2014,14,July,2014,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",11,13,35,242,143,385
7/14/2016,14,July,2016,31,Young Adults (25-34),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,286,169,455
11/24/2013,24,November,2013,32,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,66,39,105
11/24/2015,24,November,2015,32,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",4,13,35,88,52,140
2/20/2014,20,February,2014,32,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",20,13,35,440,260,700
2/20/2016,20,February,2016,32,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",19,13,35,418,247,665
6/12/2014,12,June,2014,32,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",29,13,35,638,377,1015
6/12/2016,12,June,2016,32,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",31,13,35,682,403,1085
6/19/2014,19,June,2014,32,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",4,13,35,88,52,140
6/19/2016,19,June,2016,32,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",2,13,35,44,26,70
6/21/2014,21,June,2014,32,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,528,312,840
6/21/2016,21,June,2016,32,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",24,13,35,528,312,840
6/26/2014,26,June,2014,32,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",1,13,35,22,13,35
6/26/2016,26,June,2016,32,Young Adults (25-34),M,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,66,39,105
12/15/2013,15,December,2013,33,Young Adults (25-34),M,Australia,Tasmania,Accessories,Helmets,"Sport-100 Helmet, Black",25,13,35,550,325,875
12/15/2015,15,December,2015,33,Young Adults (25-34),M,Australia,Tasmania,Accessories,Helmets,"Sport-100 Helmet, Black",22,13,35,484,286,770
9/13/2013,13,September,2013,31,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",2,13,35,44,26,70
9/13/2015,13,September,2015,31,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,22,13,35
10/22/2013,22,October,2013,31,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,440,260,700
10/22/2015,22,October,2015,31,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,484,286,770
11/23/2013,23,November,2013,31,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",26,13,35,572,338,910
11/23/2015,23,November,2015,31,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",26,13,35,572,338,910
3/25/2014,25,March,2014,31,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,66,39,105
3/25/2016,25,March,2016,31,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,22,13,35
5/20/2014,20,May,2014,31,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",7,13,35,154,91,245
5/20/2016,20,May,2016,31,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",5,13,35,110,65,175
5/26/2014,26,May,2014,31,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,660,390,1050
5/26/2016,26,May,2016,31,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,616,364,980
7/19/2014,19,July,2014,31,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,660,390,1050
7/19/2016,19,July,2016,31,Young Adults (25-34),F,Australia,Victoria,Accessories,Helmets,"Sport-100 Helmet, Red",31,13,35,682,403,1085
10/22/2013,22,October,2013,36,Adults (35-64),F,Australia,Tasmania,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35,286,169,455
10/22/2015,22,October,2015,36,Adults (35-64),F,Australia,Tasmania,Accessories,Helmets,"Sport-100 Helmet, Blue",10,13,35,220,130,350
2/20/2014,20,February,2014,57,Adults (35-64),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",10,13,35,220,130,350
2/20/2016,20,February,2016,57,Adults (35-64),F,Australia,New South Wales,Accessories,Helmets,"Sport-100 Helmet, Black",9,13,35,198,117,315
8/2/2013,2,August,2013,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,660,390,1050
8/2/2015,2,August,2015,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,660,390,1050
8/20/2013,20,August,2013,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,352,208,560
8/20/2015,20,August,2015,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,374,221,595
8/30/2013,30,August,2013,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",29,13,35,638,377,1015
8/30/2015,30,August,2015,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,660,390,1050
11/19/2013,19,November,2013,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,308,182,490
11/19/2015,19,November,2015,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",11,13,35,242,143,385
12/14/2013,14,December,2013,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,330,195,525
12/14/2015,14,December,2015,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,374,221,595
12/19/2013,19,December,2013,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,484,286,770
12/19/2015,19,December,2015,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,484,286,770
1/29/2014,29,January,2014,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,660,390,1050
1/29/2016,29,January,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",32,13,35,704,416,1120
2/4/2014,4,February,2014,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,484,286,770
2/4/2016,4,February,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",19,13,35,418,247,665
2/15/2014,15,February,2014,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,396,234,630
2/15/2016,15,February,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,440,260,700
4/25/2014,25,April,2014,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,528,312,840
4/25/2016,25,April,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,506,299,805
5/3/2014,3,May,2014,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",5,13,35,110,65,175
5/3/2016,3,May,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",5,13,35,110,65,175
5/11/2014,11,May,2014,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,352,208,560
5/11/2016,11,May,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",18,13,35,396,234,630
5/14/2014,14,May,2014,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",3,13,35,66,39,105
5/14/2014,14,May,2014,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",26,13,35,572,338,910
5/14/2016,14,May,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,22,13,35
5/14/2016,14,May,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,616,364,980
5/21/2014,21,May,2014,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",25,13,35,550,325,875
5/21/2016,21,May,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,528,312,840
6/13/2014,13,June,2014,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,616,364,980
6/13/2016,13,June,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,660,390,1050
6/23/2014,23,June,2014,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",10,13,35,220,130,350
6/23/2016,23,June,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",10,13,35,220,130,350
7/10/2014,10,July,2014,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",28,13,35,616,364,980
7/10/2016,10,July,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",29,13,35,638,377,1015
7/31/2014,31,July,2014,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,308,182,490
7/31/2016,31,July,2016,36,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,308,182,490
11/16/2013,16,November,2013,58,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",3,13,35,66,39,105
11/16/2015,16,November,2015,58,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Black",2,13,35,44,26,70
1/3/2014,3,January,2014,44,Adults (35-64),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Black",15,13,35,330,195,525
1/3/2016,3,January,2016,44,Adults (35-64),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Black",13,13,35,286,169,455
2/20/2014,20,February,2014,44,Adults (35-64),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Black",4,13,35,88,52,140
2/20/2016,20,February,2016,44,Adults (35-64),M,Australia,South Australia,Accessories,Helmets,"Sport-100 Helmet, Black",5,13,35,110,65,175
6/6/2014,6,June,2014,56,Adults (35-64),F,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,308,182,490
6/6/2016,6,June,2016,56,Adults (35-64),F,Germany,Nordrhein-Westfalen,Accessories,Helmets,"Sport-100 Helmet, Red",16,13,35,352,208,560
12/8/2013,8,December,2013,52,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,462,273,735
12/8/2015,8,December,2015,52,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,462,273,735
12/16/2013,16,December,2013,52,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,22,13,35
12/16/2015,16,December,2015,52,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,22,13,35
12/25/2013,25,December,2013,52,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35,286,169,455
12/25/2015,25,December,2015,52,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",14,13,35,308,182,490
3/28/2014,28,March,2014,52,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",10,13,35,220,130,350
3/28/2016,28,March,2016,52,Adults (35-64),M,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",7,13,35,154,91,245
9/15/2013,15,September,2013,49,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,198,117,315
9/15/2015,15,September,2015,49,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,198,117,315
10/8/2013,8,October,2013,49,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",29,13,35,638,377,1015
10/8/2015,8,October,2015,49,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",30,13,35,660,390,1050
6/1/2014,1,June,2014,49,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",25,13,35,550,325,875
6/1/2016,1,June,2016,49,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Red",25,13,35,550,325,875
9/7/2013,7,September,2013,47,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",14,13,35,308,182,490
9/7/2015,7,September,2015,47,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",12,13,35,264,156,420
12/12/2013,12,December,2013,47,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",17,13,35,374,221,595
12/12/2013,12,December,2013,47,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,242,143,385
12/12/2015,12,December,2015,47,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",19,13,35,418,247,665
12/12/2015,12,December,2015,47,Adults (35-64),M,Canada,British Columbia,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,176,104,280
8/9/2013,9,August,2013,47,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",29,13,35,638,377,1015
8/9/2015,9,August,2015,47,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",27,13,35,594,351,945
11/1/2013,1,November,2013,47,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",29,13,35,638,377,1015
11/1/2015,1,November,2015,47,Adults (35-64),F,United States,Oregon,Accessories,Helmets,"Sport-100 Helmet, Black",27,13,35,594,351,945
9/23/2013,23,September,2013,46,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",14,13,35,308,182,490
9/23/2015,23,September,2015,46,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",15,13,35,330,195,525
12/8/2013,8,December,2013,46,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",20,13,35,440,260,700
12/8/2015,8,December,2015,46,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",17,13,35,374,221,595
1/31/2014,31,January,2014,46,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",9,13,35,198,117,315
1/31/2016,31,January,2016,46,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",8,13,35,176,104,280
3/4/2014,4,March,2014,46,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",24,13,35,528,312,840
3/4/2016,4,March,2016,46,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,506,299,805
4/23/2014,23,April,2014,46,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",27,13,35,594,351,945
4/23/2016,23,April,2016,46,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",25,13,35,550,325,875
5/31/2014,31,May,2014,46,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",8,13,35,176,104,280
5/31/2016,31,May,2016,46,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",6,13,35,132,78,210
7/28/2014,28,July,2014,46,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",23,13,35,506,299,805
7/28/2016,28,July,2016,46,Adults (35-64),M,United States,California,Accessories,Helmets,"Sport-100 Helmet, Red",22,13,35,484,286,770
9/19/2013,19,September,2013,45,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,242,143,385
9/19/2015,19,September,2015,45,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",9,13,35,198,117,315
10/15/2013,15,October,2013,45,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",7,13,35,154,91,245
10/15/2015,15,October,2015,45,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",7,13,35,154,91,245
12/30/2013,30,December,2013,45,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",26,13,35,572,338,910
12/30/2015,30,December,2015,45,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",25,13,35,550,325,875
2/15/2014,15,February,2014,45,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,528,312,840
2/15/2016,15,February,2016,45,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",21,13,35,462,273,735
2/21/2014,21,February,2014,45,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",3,13,35,66,39,105
2/21/2016,21,February,2016,45,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",2,13,35,44,26,70
4/18/2014,18,April,2014,45,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",30,13,35,660,390,1050
4/18/2016,18,April,2016,45,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",28,13,35,616,364,980
5/16/2014,16,May,2014,45,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,176,104,280
5/16/2016,16,May,2016,45,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",7,13,35,154,91,245
5/23/2014,23,May,2014,45,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,88,52,140
5/23/2016,23,May,2016,45,Adults (35-64),F,United States,Washington,Accessories,Helmets,"Sport-100 Helmet, Blue",2,13,35,44,26,70
5/27/2014,27,May,2014,41,Adults (35-64),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Black",29,13,35,638,377,1015
5/27/2016,27,May,2016,41,Adults (35-64),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Black",31,13,35,682,403,1085
12/28/2013,28,December,2013,42,Adults (35-64),F,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Blue",13,13,35,286,169,455
12/28/2015,28,December,2015,42,Adults (35-64),F,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Blue",11,13,35,242,143,385
5/9/2014,9,May,2014,42,Adults (35-64),F,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Blue",4,13,35,88,52,140
5/9/2016,9,May,2016,42,Adults (35-64),F,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Blue",1,13,35,22,13,35
7/29/2013,29,July,2013,46,Adults (35-64),F,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,176,104,280
7/29/2015,29,July,2015,46,Adults (35-64),F,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Blue",8,13,35,176,104,280
12/10/2013,10,December,2013,46,Adults (35-64),F,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,528,312,840
12/10/2015,10,December,2015,46,Adults (35-64),F,Germany,Hessen,Accessories,Helmets,"Sport-100 Helmet, Blue",24,13,35,528,312,840
5/5/2014,5,May,2014,47,Adults (35-64),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,22,13,35
5/5/2016,5,May,2016,47,Adults (35-64),M,France,Hauts de Seine,Accessories,Helmets,"Sport-100 Helmet, Red",1,13,35,22,13,35
